 #  n_B [fm^{-3}]   eps[MeV/fm^3]   p [MeV/fm^3]
  0.71056767066913507        731.36467388896233        40.359573364945987     
  0.72187614551319901        743.65461549754514        41.394320389058578     
  0.73327432548942584        756.05852612022079        42.446868322291330     
  0.74476245509719496        768.57695365105519        43.517392815528879     
  0.75634078188919374        781.21045092608620        44.606070485438387     
  0.76800955643749735        793.95957570777557        45.713078922321834     
  0.77976903230095385        806.82489067071072        46.838596697952141     
  0.79161946599382094        819.80696338850817        47.982803373403932     
  0.80356111695562693        832.90636632189273        49.145879506883134     
  0.81559424752211240        846.12367680781313        50.328006661541679     
  0.82771912289736183        859.45947704971979        51.529367413294807     
  0.83993601112696570        872.91435410883287        52.750145358640523     
  0.85224518307221275        886.48889989641998        53.990525122469812     
  0.86464691238526470        900.18371116703213        55.250692365882394     
  0.87714147548529553        913.99938951268234        56.530833794005986     
  0.88972915153553855        927.93654135792497        57.831137163814780     
  0.90241022242121693        941.99577795580012        59.151791291955291     
  0.91518497272834787        956.17771538465854        60.492986062578048     
  0.92805368972331026        970.48297454572707        61.854912435171563     
  0.94101666333326950        984.91218116155312        63.237762452409982     
  0.95407418612733119        999.46596577516664        64.641729248006030     
  0.96722655329843499        1014.1449637500007        66.067007054574418     
  0.98047406264597581        1028.9498152705423        67.513791211508249     
  0.99381701455908611        1043.8811653436619        68.982278172861498     
   1.0072557120006016        1058.9396638006431        70.472665515251919     
   1.0207904604917002        1074.1259652999061        71.985151945773850     
   1.0344215680970603        1089.4407293302659        73.519937309920479     
   1.0481493454107378        1104.8846202149462        75.077222599530870     
   1.0619741055425553        1120.4583071161217        76.657209960749697     
   1.0758961641050651        1136.1624640400739        78.260102701997369     
   1.0899158392010679        1151.9977698429275        79.886105301972407     
   1.1040334514116452        1167.9649082369419        81.535423417654130     
   1.1182493237847080        1184.0645677973534        83.208263892342913     
   1.1325637818240264        1200.2974419697339        84.904834763705736     
   1.1469771534787914        1216.6642290779396        86.625345271855124     
   1.1614897691335342        1233.1656323324371        88.370005867436973     
   1.1761019615986079        1249.8023598392581        90.139028219752674     
   1.1908140661010322        1266.5751246093587        91.932625224894480     
   1.2056264202758051        1283.4846445684914        93.751011013912375     
   1.2205393641575915        1300.5316425675160        95.594400960998342     
   1.2355532401728275        1317.7168463931689        97.463011691701823     
   1.2506683931322096        1335.0409887792821        99.357061091163743     
   1.2658851702235869        1352.5048074184610        101.27676831238824     
   1.2812039210051387        1370.1090449741021        103.22235378452363     
   1.2966249973990007        1387.8544490929260        105.19403922118809     
   1.3121487536851786        1405.7417724178583        107.19204762881174     
   1.3277755464958236        1423.7717726013407        109.21660331501498     
   1.3435057348098161        1441.9452123190076        111.26793189700925     
   1.3593396799476778        1460.2628592837698        113.34626031003179     
   1.3752777455667955        1478.7254862602733        115.45181681581073     
   1.3913202976569166        1497.3338710796950        117.58483101105506     
   1.4074677045360158        1516.0887966550017        119.74553383598814     
   1.4237203368463249        1534.9910509964188        121.93415758289800     
   1.4400785675507399        1554.0414272273724        124.15093590472839     
   1.4565427719294721        1573.2407236007459        126.39610382370435     
   1.4731133275769399        1592.5897435154527        128.66989773998642     
   1.4897906143989401        1612.0892955333686        130.97255544035974     
   1.5065750146100709        1631.7401933966041        133.30431610695896     
   1.5234669127313840        1651.5432560450754        135.66542032602834     
   1.5404666955882680        1671.4993076343976        138.05611009671037     
   1.5575747523086392        1691.6091775541797        140.47662883988662     
   1.5747914743212199        1711.8737004464685        142.92722140702986     
   1.5921172553541694        1732.2937162246558        145.40813408911751     
   1.6095524914338704        1752.8700700926174        147.91961462556478     
   1.6270975808839341        1773.6036125641681        150.46191221320768     
   1.6447529243244234        1794.4951994828189        153.03527751531493     
   1.6625189246712557        1815.5456920418110        155.63996267063871     
   1.6803959871358292        1836.7559568044612        158.27622130251530     
   1.6983845192248446        1858.1268657248104        160.94430852799354     
   1.7164849307402767        1879.6592961684996        163.64448096700343     
   1.7346976337795541        1901.3541309339628        166.37699675157253     
   1.7530230427359539        1923.2122582739332        169.14211553507505     
   1.7714615742991120        1945.2345719171590        171.94009850152955     
   1.7900136474557551        1967.4219710904451        174.77120837493155     
   1.8086796834905641        1989.7753605409255        177.63570942863169     
   1.8274601059872502        2012.2956505586556        180.53386749475621     
   1.8463553408297275        2034.9837569993924        183.46594997366245     
   1.8653658162035587        2057.8406013077806        186.43222584345867     
   1.8844919625973890        2080.8671105405897        189.43296566953578     
   1.9037342128046943        2104.0642173904139        192.46844161417113     
   1.9230930019255865        2127.4328602095125        195.53892744616167     
   1.9425687673688077        2150.9739830339595        198.64469855050820     
   1.9621619488538526        2174.6885356080256        201.78603193813947     
   1.9818729884132231        2198.5774734088081        204.96320625568762     
   2.0017023303948478        2222.6417576711328        208.17650179530287     
   2.0216504214646172        2246.8823554126889        211.42620050452007     
   2.0417177106091051        2271.3002394594732        214.71258599618093     
   2.0619046491382997        2295.8963884713335        218.03594355836989     
   2.0822116906886095        2320.6717869679314        221.39656016443917     
   2.1026392912259002        2345.6274253548363        224.79472448305961     
   2.1231879090487173        2370.7642999499362        228.23072688831547     
   2.1438580047915736        2396.0834130100161        231.70485946986420     
   2.1646500414284087        2421.5857727576526        235.21741604313237     
   2.1855644842761297        2447.2723934082810        238.76869215956421     
   2.2066018009983361        2473.1442951976051        242.35898511692773     
   2.2277624616090401        2499.2025044090842        245.98859396965932     
   2.2490469384766278        2525.4480534018312        249.65781953925821     
   2.2704557063278488        2551.8819806386200        253.36696442475133     
   2.2919892422519701        2578.5053307142243        257.11633301318636     
   2.3136480257049872        2605.3191543839116        260.90623149019001     
   2.3354325385139996        2632.3245085922426        264.73696785057234     
   2.3573432648816346        2659.5224565020471        268.60885190898978     
   2.3793806913906042        2686.9140675236627        272.52219531064816     
   2.4015453070084178        2714.5004173444722        276.47731154208759     
   2.4238376030920601        2742.2825879585043        280.47451594197810     
   2.4462580733928974        2770.2616676964490        284.51412571200694     
   2.4688072140616342        2798.4387512558051        288.59645992780224     
   2.4914855236533611        2826.8149397312905        292.72183954991590     
   2.5142935031327180        2855.3913406454908        296.89058743486640     
   2.5372316558791286        2884.1690679797202        301.10302834621814     
   2.5603004876921336        2913.1492422051074        305.35948896574428     
   2.5835005067968884        2942.3329903140188        309.66029790463375     
   2.6068322238495893        2971.7214458515000        314.00578571473818     
   2.6302961519431620        3001.3157489471673        318.39628489990622     
   2.6538928066129461        3031.1170463472204        322.83212992735338     
   2.6776227058424813        3061.1264914466824        327.31365723909823     
   2.7014863700694072        3091.3452443219371        331.84120526345862     
   2.7254843221914133        3121.7744717634268        336.41511442659868     
   2.7496170875723065        3152.4153473086326        341.03572716414408     
   2.7738851940481255        3183.2690512752347        345.70338793284526     
   2.7982891719334360        3214.3367707946400        350.41844322232282     
   2.8228295540275323        3245.6196998454943        355.18124156684229     
   2.8475068756208843        3277.1190392876697        359.99213355716745     
   2.8723216745016060        3308.8359968963669        364.85147185248201     
   2.8972744909619981        3340.7717873964825        369.75961119235239     
   2.9223658678051700        3372.9276324971797        374.71690840877045     
   2.9475963503517542        3405.3047609267301        379.72372243824532     
   2.9729664864466865        3437.9044084675493        384.78041433396817     
   2.9984768264661201        3470.7278179915779        389.88734727803552     
   3.0241279233242850        3503.7762394956794        395.04488659372902     
   3.0499203324805508        3537.0509301374809        400.25339975786682     
   3.0758546119465309        3570.5531542713734        405.51325641322939     
   3.1019313222932339        3604.2841834847331        410.82482838102169     
   3.1281510266583150        3638.2452966343963        416.18848967342927     
   3.1545142907533874        3672.4377798833639        421.60461650622125     
   3.1810216828714215        3706.8629267377637        427.07358731142597     
   3.2076737738941921        3741.5220380839960        432.59578275007226     
   3.2344711372998844        3776.4164222262666        438.17158572500858     
   3.2614143491705874        3811.5473949240891        443.80138139375168     
   3.2885039882000657        3846.9162794303024        449.48555718145343     
   3.3157406357014749        3882.5244065291790        455.22450279389659     
   3.3431248756151986        3918.3731145748129        461.01861023058012     
   3.3706572945167208        3954.4637495297320        466.86827379785973     
   3.3983384816246200        3990.7976650037972        472.77389012217174     
   3.4261690288085416        4027.3762222932464        478.73585816330421     
   3.4541495305974115        4064.2007904201823        484.75457922777798     
   3.4822805841874702        4101.2727461720096        490.83045698223839     
   3.5105627894505860        4138.5934741413685        496.96389746697406     
   3.5389967489425516        4176.1643667662147        503.15530910947939     
   3.5675830679114435        4213.9868243701449        509.40510273808593     
   3.5963223543060741        4252.0622552029799        515.71369159568553     
   3.6252152187844828        4290.3920754815990        522.08149135349765     
   3.6542622747225342        4328.9777094310275        528.50892012494444     
   3.6834641382225022        4367.8205893257127        534.99639847955427     
   3.7128214281218805        4406.9221555312397        541.54434945700007     
   3.7423347660020245        4446.2838565459842        548.15319858113685     
   3.7720047761970679        4485.9071490433153        554.82337387418158     
   3.8018320858028032        4525.7934979138927        561.55530587092130     
   3.8318173246856406        4565.9443763082591        568.34942763302740     
   3.8619611254916544        4606.3612656796940        575.20617476343341     
   3.8922641236556550        4647.0456558273017        582.12598542077490     
   3.9227269574103505        4687.9990449393526        589.10930033392992     
   3.9533502677956314        4729.2229396370021        596.15656281663973     
   3.9841346986677491        4770.7188550180063        603.26821878216674     
   4.0150808967087350        4812.4883147009496        610.44471675807426     
   4.0461895114357951        4854.5328508696148        617.68650790107108     
   4.0774611952107982        4896.8540043176654        624.99404601191793     
   4.1088966032498053        4939.4533244935274        632.36778755045111     
   4.1404963936326622        4982.3323695455811        639.80819165063542     
   4.1722612273126876        5025.4927063676269        647.31572013574578     
   4.2041917681263614        5068.9359106445445        654.89083753359603     
   4.2362886828031945        5112.6635668983836        662.53401109188042     
   4.2685526409754750        5156.6772685344704        670.24571079354791     
   4.3009843151882503        5200.9786178880058        678.02640937231263     
   4.3335843809092767        5245.5692262708244        685.87658232821241     
   4.3663535165390854        5290.4507140184814        693.79670794327160     
   4.3992924034210414        5335.6247105375360        701.78726729721836     
   4.4324017258515411        5381.0928543531927        709.84874428332739     
   4.4656821710901866        5426.8567931571215        717.98162562430002     
   4.4991344293701818        5472.9181838557506        726.18640088828772     
   4.5327591939085208        5519.2786926185008        734.46356250492704     
   4.5665571609165072        5565.9399949266244        742.81360578152896     
   4.6005290296101879        5612.9037756221578        751.23702891931407     
   4.6346755022208690        5660.1717289571679        759.73433302975570     
   4.6689972840057452        5707.7455586433580        768.30602215099270     
   4.7034950832585061        5755.6269779018266        776.95260326434823     
   4.7381696113200853        5803.8177095132487        785.67458631091279     
   4.7730215825893954        5852.3194858682045        794.47248420825599     
   4.8080517145342432        5901.1340490180055        803.34681286718535     
   4.8432607277021189        5950.2631507254946        812.29809120861489     
   4.8786493457312199        5999.7085525164366        821.32684118052839     
   4.9142182953614482        6049.4720257310119        830.43358777501589     
